maxx,maxy,minx,miny,no_priority,priority1,priority2,priority3,priority4,priority5,subject_id
9007750.2609,3404810.9875,9004487.3553,3401548.0818,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10010
8919699.5816,3483082.5044,8916436.6760,3479819.5988,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8823
8929478.7440,3352623.6064,8926215.8383,3349360.7008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8879
8958835.3401,3479819.5988,8955572.4345,3476556.6931,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9148
8988182.3817,3512429.5460,8984919.4760,3509166.6403,0.9980,0.0000,0.0001,0.0002,0.0003,0.0013,9846
9037106.8571,3463514.6252,9033843.9514,3460251.7195,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10344
8978403.2194,3492861.6667,8975140.3137,3489598.7611,0.9976,0.0000,0.0000,0.0000,0.0000,0.0024,9457
9011013.1666,3417853.0554,9007750.2609,3414590.1498,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10059
9004487.3553,3479819.5988,9001224.4496,3476556.6931,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10159
8926215.8383,3417853.0554,8922952.9327,3414590.1498,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8960
8971877.4081,3414590.1498,8968614.5024,3411327.2441,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9316
8978403.2194,3456988.8139,8975140.3137,3453725.9082,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9379
8965351.5968,3470030.8818,8962088.6911,3466767.9762,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9423
9007750.2609,3450463.0026,9004487.3553,3447200.0970,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10142
8932741.6496,3414590.1498,8929478.7440,3411327.2441,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8968
8942520.8119,3434158.0290,8939267.4609,3430895.1234,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9004
8942520.8119,3509166.6403,8939267.4609,3505903.7347,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9066
9004487.3553,3424378.8667,9001224.4496,3421115.9611,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10045
9011013.1666,3414590.1498,9007750.2609,3411327.2441,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10065
9099063.8458,3391759.3649,9095810.4948,3388496.4592,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10533
8877300.9175,3434158.0290,8874038.0119,3430895.1234,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8536
8922952.9327,3398285.1762,8919699.5816,3395022.2705,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8715
8926215.8383,3368928.5800,8922952.9327,3365675.2290,0.9998,0.0000,0.0000,0.0000,0.0000,0.0002,8912
8929478.7440,3460251.7195,8926215.8383,3456988.8139,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9021
8968614.5024,3427632.2177,8965351.5968,3424378.8667,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9358
8926215.8383,3342844.4441,8922952.9327,3339581.5385,0.0000,0.0000,0.9913,0.0001,0.0085,0.0000,8848
8942520.8119,3408064.3385,8939267.4609,3404810.9875,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8983
8929478.7440,3476556.6931,8926215.8383,3473293.7875,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9046
8971877.4081,3470030.8818,8968614.5024,3466767.9762,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9425
8988182.3817,3443946.7459,8984919.4760,3440683.8403,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9684
9011013.1666,3411327.2441,9007750.2609,3408064.3385,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10071
9089284.6835,3414590.1498,9086021.7779,3411327.2441,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10559
8916436.6760,3339581.5385,8913173.7704,3336318.6328,0.9471,0.0000,0.0000,0.0001,0.0000,0.0528,8645
8916436.6760,3463514.6252,8913173.7704,3460251.7195,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8790
8919699.5816,3476556.6931,8916436.6760,3473293.7875,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8830
8981656.5704,3378717.2969,8978403.2194,3375454.3913,0.9532,0.0000,0.0000,0.0000,0.0000,0.0468,9264
9024055.2345,3476556.6931,9020792.3289,3473293.7875,0.9999,0.0000,0.0000,0.0000,0.0000,0.0001,10386
8997971.0986,3349360.7008,8994708.1930,3346107.3498,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9574
8991445.2873,3430895.1234,8988182.3817,3427632.2177,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9709
8991445.2873,3496124.5724,8988182.3817,3492861.6667,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9805
8932741.6496,3365675.2290,8929478.7440,3362412.3233,0.0669,0.0000,0.0000,0.9330,0.0000,0.0001,8857
8949046.6232,3502650.3837,8945783.7175,3499387.4780,0.9997,0.0000,0.0000,0.0003,0.0000,0.0000,9175
8968614.5024,3414590.1498,8965351.5968,3411327.2441,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9315
8997971.0986,3414590.1498,8994708.1930,3411327.2441,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9669
8988182.3817,3408064.3385,8984919.4760,3404810.9875,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9678
8922952.9327,3430895.1234,8919699.5816,3427632.2177,0.9979,0.0000,0.0001,0.0002,0.0003,0.0014,8781
8936004.5552,3434158.0290,8932741.6496,3430895.1234,0.1323,0.0001,0.0004,0.0009,0.0012,0.8651,9002
8958835.3401,3456988.8139,8955572.4345,3453725.9082,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9122
9007750.2609,3430895.1234,9004487.3553,3427632.2177,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10106
8913173.7704,3362412.3233,8909910.8647,3359149.4177,0.9980,0.0000,0.0001,0.0002,0.0003,0.0013,8659
9017538.9778,3551565.3044,9014276.0722,3548302.3988,0.9980,0.0000,0.0001,0.0002,0.0003,0.0013,10319
8981656.5704,3496124.5724,8978403.2194,3492861.6667,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9452
9030581.0458,3453725.9082,9027318.1401,3450463.0026,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10358
9017538.9778,3385243.1082,9014276.0722,3381980.2026,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9994
8975140.3137,3385243.1082,8971877.4081,3381980.2026,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9253
8900131.7024,3450463.0026,8896868.7968,3447200.0970,0.9970,0.0000,0.0001,0.0006,0.0003,0.0019,8632
8887080.0798,3414590.1498,8883817.1742,3411327.2441,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8582
8909910.8647,3368928.5800,8906647.9591,3365675.2290,0.0609,0.0045,0.0594,0.0005,0.0002,0.8745,8699
9007750.2609,3421115.9611,9004487.3553,3417853.0554,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10052
9017538.9778,3479819.5988,9014276.0722,3476556.6931,0.9970,0.0000,0.0001,0.0006,0.0003,0.0019,10163
9392582.0344,3310224.9423,9389328.6834,3306971.5913,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8454
9376277.0608,3333055.7272,9373014.1551,3329792.8215,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8479
9200166.1476,3342844.4441,9196903.2420,3339581.5385,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,8423
9213217.7702,3342844.4441,9209954.8646,3339581.5385,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,8427
9200166.1476,3336318.6328,9196903.2420,3333055.7272,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,8435
9209954.8646,3336318.6328,9206691.9589,3333055.7272,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,8438
8906647.9591,3395022.2705,8903385.0534,3391759.3649,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8716
8994708.1930,3476556.6931,8991445.2873,3473293.7875,0.9980,0.0000,0.0001,0.0002,0.0003,0.0013,9770
8952309.5288,3476556.6931,8949046.6232,3473293.7875,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9152
8939267.4609,3365675.2290,8936004.5552,3362412.3233,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8859
8988182.3817,3460251.7195,8984919.4760,3456988.8139,0.9970,0.0000,0.0001,0.0006,0.0003,0.0019,9726
9392582.0344,3313487.8479,9389328.6834,3310224.9423,0.9983,0.0000,0.0000,0.0000,0.0000,0.0016,8448
9379539.9664,3336318.6328,9376277.0608,3333055.7272,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,8474
8981656.5704,3473293.7875,8978403.2194,3470030.8818,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9422
8984919.4760,3421115.9611,8981656.5704,3417853.0554,0.9980,0.0000,0.0001,0.0002,0.0003,0.0013,9653
9053411.8307,3476556.6931,9050148.9250,3473293.7875,0.9265,0.0000,0.0000,0.0001,0.0001,0.0732,10488
8984919.4760,3456988.8139,8981656.5704,3453725.9082,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9731
8994708.1930,3489598.7611,8991445.2873,3486335.8554,0.9980,0.0000,0.0001,0.0002,0.0003,0.0013,9818
8877300.9175,3437420.9347,8874038.0119,3434158.0290,0.8491,0.0000,0.0000,0.0003,0.0001,0.1504,8532
9017538.9778,3437420.9347,9014276.0722,3434158.0290,0.0678,0.0006,0.0016,0.0038,0.9058,0.0205,10097
8922952.9327,3352623.6064,8919699.5816,3349360.7008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8668
8913173.7704,3375454.3913,8909910.8647,3372191.4857,0.8191,0.0000,0.0001,0.0001,0.0002,0.1805,8690
8936004.5552,3385243.1082,8932741.6496,3381980.2026,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8887
9004487.3553,3437420.9347,9001224.4496,3434158.0290,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10093
9046886.0194,3450463.0026,9043623.1137,3447200.0970,0.9997,0.0000,0.0000,0.0000,0.0000,0.0003,10465
9086021.7779,3421115.9611,9082758.8722,3417853.0554,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10546
8994708.1930,3483082.5044,8991445.2873,3479819.5988,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,9758
9017538.9778,3306971.5913,9014276.0722,3303708.6856,0.0005,0.0000,0.0001,0.0001,0.0000,0.9993,9930
8906647.9591,3453725.9082,8903385.0534,3450463.0026,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8805
8932741.6496,3437420.9347,8929478.7440,3434158.0290,0.9970,0.0000,0.0001,0.0006,0.0003,0.0019,8996
8962088.6911,3443946.7459,8958835.3401,3440683.8403,0.9970,0.0000,0.0001,0.0006,0.0003,0.0019,9092
8994708.1930,3424378.8667,8991445.2873,3421115.9611,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9650
9011013.1666,3333055.7272,9007750.2609,3329792.8215,0.0328,0.0002,0.0005,0.0010,0.0014,0.9642,9973
8890342.9855,3414590.1498,8887080.0798,3411327.2441,0.9970,0.0000,0.0001,0.0006,0.0003,0.0019,8583
8939267.4609,3447200.0970,8936004.5552,3443946.7459,0.9970,0.0000,0.0001,0.0006,0.0003,0.0019,9039
8942520.8119,3512429.5460,8939267.4609,3509166.6403,0.9970,0.0000,0.0001,0.0006,0.0003,0.0019,9064
8978403.2194,3365675.2290,8975140.3137,3362412.3233,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9241
8971877.4081,3483082.5044,8968614.5024,3479819.5988,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9401
8883817.1742,3427632.2177,8880563.8232,3424378.8667,0.9970,0.0000,0.0001,0.0006,0.0003,0.0019,8545
8922952.9327,3479819.5988,8919699.5816,3476556.6931,0.9970,0.0000,0.0001,0.0006,0.0003,0.0019,8827
8916436.6760,3466767.9762,8913173.7704,3463514.6252,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8842
8981656.5704,3476556.6931,8978403.2194,3473293.7875,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9416
9004487.3553,3352623.6064,9001224.4496,3349360.7008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9985
9086021.7779,3411327.2441,9082758.8722,3408064.3385,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10564
8965351.5968,3483082.5044,8962088.6911,3479819.5988,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9399
8994708.1930,3525471.6139,8991445.2873,3522218.2629,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9896
8984919.4760,3548302.3988,8981656.5704,3545039.4932,0.9980,0.0000,0.0001,0.0002,0.0003,0.0013,9915
9011013.1666,3316750.7536,9007750.2609,3313487.8479,0.9965,0.0000,0.0000,0.0000,0.0000,0.0035,9948
9004487.3553,3518955.3573,9001224.4496,3515692.4516,0.9998,0.0000,0.0000,0.0000,0.0000,0.0002,10231
9046886.0194,3473293.7875,9043623.1137,3470030.8818,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10490
9011013.1666,3443946.7459,9007750.2609,3440683.8403,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10083
9014276.0722,3483082.5044,9011013.1666,3479819.5988,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10156
9011013.1666,3470030.8818,9007750.2609,3466767.9762,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10179
9089284.6835,3398285.1762,9086021.7779,3395022.2705,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10519
8919699.5816,3339581.5385,8916436.6760,3336318.6328,0.0009,0.0000,0.0000,0.0000,0.0000,0.9990,8646
8919699.5816,3463514.6252,8916436.6760,3460251.7195,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8791
9007750.2609,3381980.2026,9004487.3553,3378717.2969,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9997
8896868.7968,3421115.9611,8893605.8911,3417853.0554,0.9317,0.0000,0.0000,0.0001,0.0001,0.0681,8573
9014276.0722,3509166.6403,9011013.1666,3505903.7347,0.9979,0.0000,0.0001,0.0002,0.0003,0.0014,10252
8942520.8119,3417853.0554,8939267.4609,3414590.1498,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8965
9007750.2609,3492861.6667,9004487.3553,3489598.7611,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10208
9020792.3289,3571133.1837,9017538.9778,3567870.2780,0.9979,0.0000,0.0001,0.0002,0.0003,0.0014,10334
9011013.1666,3567870.2780,9007750.2609,3564607.3724,0.9979,0.0000,0.0001,0.0002,0.0003,0.0014,10335
9046886.0194,3476556.6931,9043623.1137,3473293.7875,0.9999,0.0000,0.0000,0.0000,0.0001,0.0000,10486
8883817.1742,3421115.9611,8880563.8232,3417853.0554,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8526
8883817.1742,3434158.0290,8880563.8232,3430895.1234,0.9979,0.0000,0.0001,0.0002,0.0003,0.0014,8538
8880563.8232,3430895.1234,8877300.9175,3427632.2177,0.0458,0.0002,0.0004,0.0010,0.0014,0.9513,8541
8936004.5552,3375454.3913,8932741.6496,3372191.4857,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8903
8906647.9591,3378717.2969,8903385.0534,3375454.3913,0.0495,0.0000,0.0001,0.0455,0.0003,0.9045,8683
8896868.7968,3443946.7459,8893605.8911,3440683.8403,0.0012,0.0000,0.0000,0.0000,0.0000,0.9988,8594
8906647.9591,3414590.1498,8903385.0534,3411327.2441,0.9477,0.0000,0.0000,0.0001,0.0001,0.0522,8743
8929478.7440,3398285.1762,8926215.8383,3395022.2705,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8931
8945783.7175,3359149.4177,8942520.8119,3355886.5121,0.9976,0.0000,0.0001,0.0002,0.0003,0.0017,9072
8971877.4081,3440683.8403,8968614.5024,3437420.9347,0.9976,0.0000,0.0001,0.0002,0.0003,0.0017,9335
8971877.4081,3512429.5460,8968614.5024,3509166.6403,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9491
9001224.4496,3398285.1762,8997971.0986,3395022.2705,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9628
8997971.0986,3499387.4780,8994708.1930,3496124.5724,0.9976,0.0000,0.0001,0.0002,0.0003,0.0017,9801
9020792.3289,3473293.7875,9017538.9778,3470030.8818,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10176
8903385.0534,3411327.2441,8900131.7024,3408064.3385,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8589
8919699.5816,3434158.0290,8916436.6760,3430895.1234,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8774
8936004.5552,3395022.2705,8932741.6496,3391759.3649,0.0970,0.0001,0.0004,0.0010,0.0013,0.9001,8937
8936004.5552,3437420.9347,8932741.6496,3434158.0290,0.9976,0.0000,0.0001,0.0002,0.0003,0.0017,8997
8988182.3817,3463514.6252,8984919.4760,3460251.7195,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9720
8945783.7175,3414590.1498,8942520.8119,3411327.2441,0.9979,0.0000,0.0001,0.0002,0.0003,0.0014,9082
9004487.3553,3522218.2629,9001224.4496,3518955.3573,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10225
9001224.4496,3346107.3498,8997971.0986,3342844.4441,0.0970,0.0001,0.0004,0.0010,0.0013,0.9001,9542
9017538.9778,3509166.6403,9014276.0722,3505903.7347,0.9976,0.0000,0.0001,0.0002,0.0003,0.0017,10253
8978403.2194,3375454.3913,8975140.3137,3372191.4857,0.9979,0.0000,0.0001,0.0002,0.0003,0.0014,9267
8932741.6496,3456988.8139,8929478.7440,3453725.9082,0.0855,0.0068,0.0005,0.0003,0.0003,0.9067,9025
8978403.2194,3355886.5121,8975140.3137,3352623.6064,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9247
9037106.8571,3460251.7195,9033843.9514,3456988.8139,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10348
8945783.7175,3424378.8667,8942520.8119,3421115.9611,0.9976,0.0000,0.0001,0.0002,0.0003,0.0017,9075
9020792.3289,3421115.9611,9017538.9778,3417853.0554,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10056
8942520.8119,3496124.5724,8939267.4609,3492861.6667,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9060
8922952.9327,3434158.0290,8919699.5816,3430895.1234,0.9976,0.0000,0.0001,0.0002,0.0003,0.0017,8775
9095810.4948,3388496.4592,9092547.5892,3385243.1082,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10537
8978403.2194,3525471.6139,8975140.3137,3522218.2629,0.9976,0.0000,0.0001,0.0002,0.0003,0.0017,9532
8997971.0986,3437420.9347,8994708.1930,3434158.0290,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,9699
8997971.0986,3430895.1234,8994708.1930,3427632.2177,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,9711
9007750.2609,3333055.7272,9004487.3553,3329792.8215,0.3188,0.0004,0.0011,0.0031,0.6372,0.0394,9972
8997971.0986,3460251.7195,8994708.1930,3456988.8139,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,9729
8903385.0534,3460251.7195,8900131.7024,3456988.8139,0.3188,0.0004,0.0011,0.0031,0.6372,0.0394,8627
8981656.5704,3362412.3233,8978403.2194,3359149.4177,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,9244
8988182.3817,3483082.5044,8984919.4760,3479819.5988,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,9756
8949046.6232,3362412.3233,8945783.7175,3359149.4177,0.1401,0.0001,0.0004,0.0009,0.0015,0.8571,9071
8971877.4081,3531997.4252,8968614.5024,3528734.5196,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,9518
9425201.5362,3205869.2894,9421938.6306,3202606.3838,0.9974,0.0000,0.0000,0.0000,0.0000,0.0026,10664
9451285.6721,3248267.9536,9448032.3211,3245005.0479,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10873
8903385.0534,3404810.9875,8900131.7024,3401548.0818,0.0144,0.0000,0.0000,0.0000,0.9846,0.0010,8554
8978403.2194,3395022.2705,8975140.3137,3391759.3649,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9284
9001224.4496,3359149.4177,8997971.0986,3355886.5121,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9563
9007750.2609,3489598.7611,9004487.3553,3486335.8554,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10214
9056674.7363,3453725.9082,9053411.8307,3450463.0026,0.9985,0.0000,0.0001,0.0003,0.0003,0.0008,10462
9043623.1137,3450463.0026,9040360.2081,3447200.0970,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10464
9092547.5892,3391759.3649,9089284.6835,3388496.4592,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10531
9448032.3211,3251521.3046,9444769.4154,3248267.9536,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10938
9464337.2947,3248267.9536,9461074.3890,3245005.0479,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11101
9490421.4306,3254784.2102,9487168.0796,3251521.3046,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11431
9506735.9588,3163470.6253,9503473.0532,3160207.7197,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11484
9503473.0532,3173249.7876,9500210.1475,3169996.4366,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11536
9523040.9324,3183038.5046,9519778.0267,3179775.5989,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11623
9526303.8380,3215648.4517,9523040.9324,3212385.5461,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11694
9490421.4306,3274352.0895,9487168.0796,3271089.1838,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11461
9461074.3890,3209132.1951,9457811.4834,3205869.2894,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11029
9503473.0532,3186301.4102,9500210.1475,3183038.5046,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11513
9500210.1475,3258047.1159,9496947.2419,3254784.2102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11594
9526303.8380,3267835.8328,9523040.9324,3264572.9272,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11741
9532820.0947,3231953.4253,9529557.1891,3228700.0743,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11869
9428464.4418,3196080.5725,9425201.5362,3192817.6669,0.0007,0.0000,0.0000,0.0000,0.0000,0.9993,10683
9421938.6306,3225437.1687,9418675.7249,3222174.2630,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10698
9467600.2003,3166733.5310,9464337.2947,3163470.6253,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10985
9467600.2003,3212385.5461,9464337.2947,3209132.1951,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11096
9454548.5777,3287403.7120,9451285.6721,3284140.8064,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11170
9526303.8380,3205869.2894,9523040.9324,3202606.3838,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11643
9519778.0267,3228700.0743,9516515.1211,3225437.1687,0.9988,0.0000,0.0000,0.0000,0.0003,0.0009,11668
9532820.0947,3222174.2630,9529557.1891,3218911.3574,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11835
9532820.0947,3183038.5046,9529557.1891,3179775.5989,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11777
9444769.4154,3153681.9084,9441506.5098,3150428.5574,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10758
9470853.5513,3231953.4253,9467600.2003,3228700.0743,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11133
9487168.0796,3163470.6253,9483905.1739,3160207.7197,0.0181,0.0000,0.0000,0.0000,0.0000,0.9819,11238
9477379.3626,3179775.5989,9474116.4570,3176512.6933,0.0560,0.0000,0.0000,0.0000,0.0000,0.9440,11277
9500210.1475,3166733.5310,9496947.2419,3163470.6253,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11476
9496947.2419,3238479.2366,9493684.3362,3235216.3310,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11558
9532820.0947,3225437.1687,9529557.1891,3222174.2630,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11831
9418675.7249,3225437.1687,9415412.8193,3222174.2630,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10697
9448032.3211,3248267.9536,9444769.4154,3245005.0479,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10872
9477379.3626,3245005.0479,9474116.4570,3241742.1423,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11373
9500210.1475,3183038.5046,9496947.2419,3179775.5989,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11518
9523040.9324,3222174.2630,9519778.0267,3218911.3574,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11681
9545871.7173,3186301.4102,9542608.8116,3183038.5046,0.0022,0.0000,0.0000,0.0000,0.9978,0.0000,11775
9545871.7173,3183038.5046,9542608.8116,3179775.5989,0.0000,0.0000,0.0000,0.0000,0.0000,0.9999,11781
9448032.3211,3196080.5725,9444769.4154,3192817.6669,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10824
9448032.3211,3192817.6669,9444769.4154,3189564.3158,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10830
9434980.6985,3215648.4517,9431717.7929,3212385.5461,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10856
9457811.4834,3179775.5989,9454548.5777,3176512.6933,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11013
9464337.2947,3258047.1159,9461074.3890,3254784.2102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11155
9500210.1475,3189564.3158,9496947.2419,3186301.4102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11506
9539345.9060,3186301.4102,9536083.0003,3183038.5046,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11773
9545871.7173,3245005.0479,9542608.8116,3241742.1423,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11855
9425201.5362,3212385.5461,9421938.6306,3209132.1951,0.9964,0.0000,0.0000,0.0000,0.0029,0.0007,10723
9448032.3211,3173249.7876,9444769.4154,3169996.4366,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10794
9509989.3098,3169996.4366,9506735.9588,3166733.5310,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11473
9506735.9588,3156944.8140,9503473.0532,3153681.9084,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11496
9493684.3362,3173249.7876,9490421.4306,3169996.4366,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11533
9532820.0947,3196080.5725,9529557.1891,3192817.6669,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11817
9448032.3211,3271089.1838,9444769.4154,3267835.8328,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10974
9461074.3890,3215648.4517,9457811.4834,3212385.5461,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11088
9464337.2947,3212385.5461,9461074.3890,3209132.1951,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11095
