light_curve_id,kind,zooniverse_id,p_radius,p_period
640032,3,APH10998179,4.31,12.36
640033,3,APH10441826,4.62,2.41
640034,3,APH10754471,5.49,1.94
640035,3,APH10953374,11.83,8.38
640036,3,APH10655476,2.53,9.44
640037,3,APH10618324,2.52,1.96
640038,3,APH10709660,2.98,0.58
640039,3,APH10297193,3.85,6.72
640040,3,APH10361557,4.46,7.44
640041,3,APH10437833,3.3,2.34
640042,3,APH10228237,2.67,6.35
640043,3,APH10594297,2.03,1.84
640044,3,APH10912470,3.74,2.41
640045,3,APH10556142,7.22,14.68
640046,3,APH10783835,6.03,5.68
640047,3,APH10703415,2.68,4.63
640048,3,APH10665179,4.79,5.6
640049,3,APH10371381,11.33,5.67
640050,3,APH10227999,8.19,9.16
640051,3,APH10741335,3.42,3.59
640052,3,APH10407689,2.83,12.83
640053,3,APH10812877,3.22,14.36
640054,3,APH10170849,13.82,12.95
640055,3,APH10826169,11.8,6.19
640056,3,APH10729911,9.63,14.31
640057,3,APH10658510,2.88,4.5
640058,3,APH10738701,8.16,14.54
640059,3,APH10313748,4.8,10.2
640060,3,APH10920100,2.69,1.06
640061,3,APH10638276,8.32,2.68
640062,3,APH10815908,6.6,12.78
640063,3,APH10236041,3.69,12.96
640064,3,APH10167104,6.82,6.81
640065,3,APH10960343,11.1,14.75
640066,3,APH10161362,2.56,0.8
640067,3,APH10536225,2.3,1.04
640068,3,APH10177680,3.51,6.91
640069,3,APH10470662,2.81,12.79
640070,3,APH10891876,3.52,2.43
640071,3,APH10804605,3.86,9.18
640072,3,APH10291870,3.59,1.01
640073,3,APH10988669,6.94,11.28
640074,3,APH10508543,2.95,2.03
640075,3,APH10989099,2.62,10.3
640076,3,APH10327554,6.1,11.3
640077,3,APH10783152,3.78,8.23
640078,3,APH10686226,2.43,5.62
640079,3,APH10224159,12.16,12.68
640080,3,APH10546373,14.82,12.82
640081,3,APH10163996,4.02,7.68
640082,3,APH10987715,9.81,14.57
640083,3,APH10740228,2.97,6.64
640084,3,APH10862245,6.32,5.86
640085,3,APH10517703,6.96,3.35
640086,3,APH10497097,4,7.07
640087,3,APH10621700,2.17,4.39
640088,3,APH10230930,8.26,5.89
640089,3,APH10246876,2.5,9.87
640090,3,APH10710387,2.42,9.66
640091,3,APH10774350,3.07,9.65
640092,3,APH10541761,5.06,1.02
640093,3,APH10400282,6.68,1.99
640094,3,APH10431049,9.28,6.3
640095,3,APH10202860,3.8,2.12
640096,3,APH10187318,2.69,5.94
640097,3,APH10600981,3.85,6.22
640098,3,APH10992736,4.33,11.85
640099,3,APH10299543,3.38,1.35
640100,3,APH10978968,4.89,13.62
640101,3,APH10458895,6.59,12.03
640102,3,APH10894832,4.22,5.68
640103,3,APH10287264,2.77,8.42
640104,3,APH10375423,5.04,1.28
640105,3,APH10889133,2.88,5.29
640106,3,APH10675964,2.3,2.47
640107,3,APH10887304,2.85,9.44
640108,3,APH10738478,8.83,0.93
640109,3,APH10613107,3.79,2.58
640110,3,APH10834306,5.72,14.24
640111,3,APH10430491,2.18,1.99
640112,3,APH10634555,8.56,4.59
640113,3,APH10448480,4.53,9.41
640114,3,APH10243998,3.74,1.51
640115,3,APH10921178,2.21,8.54
640116,3,APH10957025,4.77,6.66
640117,3,APH10830882,3.58,4.88
640118,3,APH10235355,14.98,1.08
640119,3,APH10587004,9.51,1.26
640120,3,APH10613554,9.12,1.8
640121,3,APH10901148,2.85,5.09
640122,3,APH10206520,13.4,12
640123,3,APH10732000,2.27,6.23
640124,3,APH10912284,3.32,4.2
640125,3,APH10277611,3.26,0.53
640126,3,APH10354819,6.11,10.51
640127,3,APH10646491,2.64,2.84
640128,3,APH10851674,2.26,9.31
640129,3,APH10503335,6.95,10.82
640130,3,APH10275985,5.81,8.69
640131,3,APH10189468,3.67,8.81
640132,3,APH10986610,3.86,7.24
640133,3,APH10507902,5.35,1.27
640134,3,APH10323387,2.3,2.48
640135,3,APH10524002,3.12,2.4
640136,3,APH10875558,7.19,11.76
640137,3,APH10514431,2.75,0.65
640138,3,APH10409064,3.86,11.83
640139,3,APH10749320,2.82,4.27
640140,3,APH10294054,13.63,2.34
640141,3,APH10544246,2.08,3.11
640142,3,APH10395423,2.86,4.84
640143,3,APH10891724,2.14,1.91
640144,3,APH10648525,11.8,8.68
640145,3,APH10655600,12.41,10.93
640146,3,APH10362235,4.53,0.71
640147,3,APH10598423,3.1,11.6
640148,3,APH10771993,3.21,0.61
640149,3,APH10829760,3.18,2.66
640150,3,APH10782433,13.29,1.44
640151,3,APH10516935,2.83,1.2
640152,3,APH10831534,5.52,11.31
640153,3,APH10906628,2.57,6.75
640154,3,APH10159262,2.84,1.3
640155,3,APH10492495,4.9,8.77
640156,3,APH10751522,5.14,4.77
640157,3,APH10302965,3.73,5.97
640158,3,APH10963153,2.38,12.73
640159,3,APH10761314,3.11,2.63
640160,3,APH10748196,2.63,6.23
640161,3,APH10777469,6.25,2.43
640162,3,APH10229668,5.44,11.63
640163,3,APH10414730,3.28,8.74
640164,3,APH10822426,4.86,7.6
640165,3,APH10820258,4,8.36
640166,3,APH10446242,5.04,9.99
640167,3,APH10349004,9.03,7.41
640168,3,APH10480290,14.28,8.67
640169,3,APH10905616,12.52,9.69
640170,3,APH10518214,10.39,10.95
640171,3,APH10624670,4.21,10.67
640172,3,APH10420198,2.01,1.86
640173,3,APH10258548,10,14.88
640174,3,APH10697736,2.45,9.62
640175,3,APH10185193,2.47,2.69
640176,3,APH10341993,3.16,12.03
640177,3,APH10938183,3.26,4.15
640178,3,APH10542478,3.54,2.41
640179,3,APH10167545,5.22,6.76
640180,3,APH10268192,3.02,12.61
640181,3,APH10774166,13.66,2.03
640182,3,APH10813821,4.9,9.69
640183,3,APH10227944,5.17,9.75
640184,3,APH10212142,6.76,7.61
640185,3,APH10312648,2.66,0.74
640186,3,APH10587573,4.3,10.44
640187,3,APH10564720,2.17,2.65
640188,3,APH10909295,5.42,13.96
640189,3,APH10396615,12.14,7.76
640190,3,APH10240947,8.55,8.8
640191,3,APH10622208,3.08,13.54
640192,3,APH10634999,3.6,6.68
640193,3,APH10745747,2.24,7.21
640194,3,APH10866141,6.87,1.84
640195,3,APH10217051,4.28,1.57
640196,3,APH10220172,2.92,13.89
640197,3,APH10316320,2.83,13.03
640198,3,APH10749525,4.13,0.75
640199,3,APH10255681,10.42,2.78
640200,3,APH10671591,14.55,8.92
640201,3,APH10716516,4.34,14.82
640202,3,APH10762116,6.39,7.17
640203,3,APH10742927,3.06,1.64
640204,3,APH10954948,7.58,9.95
640205,3,APH10209048,5.63,14.34
640206,3,APH10527521,5.78,5.48
640207,3,APH10590993,3.56,13.05
640208,3,APH10858699,7.33,9.43
640209,3,APH10813911,5.41,6.51
640210,3,APH10256726,2.12,9.49
640211,3,APH10902463,7.3,10.89
640212,3,APH10720106,6.66,14.09
640213,3,APH10388199,7.19,9.07
640214,3,APH10572385,5.41,12
640215,3,APH10192003,5.29,4.23
640216,3,APH10346453,5.02,6.97
640217,3,APH10885653,3.41,8.53
640218,3,APH10695748,4.49,10.11
640219,3,APH10237009,5.84,13.71
640220,3,APH10596440,5.36,14.82
640221,3,APH10413863,13.75,4.85
640222,3,APH10290544,10.82,1.58
640223,3,APH10980526,2.78,9.58
640224,3,APH10298606,2.57,9.44
640225,3,APH10415215,5.63,3.57
640226,3,APH10283090,2.23,1.91
640227,3,APH10458936,2.95,4.27
640228,3,APH10153370,3.79,12.78
640229,3,APH10187168,6.93,8.8
640230,3,APH10696936,10.86,13.75
640231,3,APH10230447,4.08,6.64
640232,3,APH10971178,4.71,14.67
640233,3,APH10355660,3.17,2.55
640234,3,APH10733082,3.07,3.21
640235,3,APH10578782,6.84,1.09
640236,3,APH10317791,3.67,6.18
640237,3,APH10798158,7.39,8.73
640238,3,APH10171334,3.69,9.47
640239,3,APH10372475,4.45,1.95
640240,3,APH10550763,2.78,2.14
640241,3,APH10779958,11.32,13.74
640242,3,APH10256152,6.8,4.93
640243,3,APH10256339,2.03,12.2
640244,3,APH10409783,3.23,1.74
640245,3,APH10921814,12.76,12.15
640246,3,APH10294379,5.58,14.75
640247,3,APH10567248,2.72,10.88
640248,3,APH10935700,4.42,7.49
640249,3,APH10625439,2.11,3.08
640250,3,APH10318786,3.68,5.37
640251,3,APH10783396,6.81,5.31
640252,3,APH10579233,2.3,6.25
640253,3,APH10233506,9.9,7.16
640254,3,APH10645792,4.78,5.06
640255,3,APH10278110,6.18,9.04
640256,3,APH10595745,6.14,9.02
640257,3,APH10516825,9.17,8.02
640258,3,APH10282136,2.92,0.79
640259,3,APH10172902,3.8,9.71
640260,3,APH10802913,3.24,1.6
640261,3,APH10998255,11.5,10.4
640262,3,APH10301811,6.96,8.48
640263,3,APH10528856,10.49,1.25
640264,3,APH10278504,6.82,10.76
640265,3,APH10624768,3.54,6.01
640266,3,APH10849332,2.28,8.29
640267,3,APH10832454,8.12,13.64
640268,3,APH10223131,2.48,1.06
640269,3,APH10354259,11.23,10.63
640270,3,APH10230547,3.88,2.7
640271,3,APH10599023,2.89,2.71
640272,3,APH10977810,10.97,2.04
640273,3,APH10633625,2.24,6.09
640274,3,APH10832467,5.29,14.04
640275,3,APH10680033,3.11,1.81
640276,3,APH10558172,5.6,2.77
640277,3,APH10471272,2.07,6.66
640278,3,APH10579792,8.13,0.88
640279,3,APH10441245,5.84,6.86
640280,3,APH10624633,3.11,6.71
640281,3,APH10645402,2.61,11.99
640282,3,APH10895334,5.4,14.58
640283,3,APH10905852,4.68,2.13
640284,3,APH10761855,2.43,14
640285,3,APH10597691,4.03,2.18
640286,3,APH10525682,3.98,6.69
640287,3,APH10941997,2.67,1.31
640288,3,APH10199091,2.04,7.45
640289,3,APH10207149,3.8,3.13
640290,3,APH10244456,13.17,10.16
640291,3,APH10739915,4.15,5.07
640292,3,APH10211638,2.03,8.98
640293,3,APH10810054,2.99,4.37
640294,3,APH10649723,2.25,0.97
640295,3,APH10266462,3.82,1.15
640296,3,APH10592553,4,1.03
640297,3,APH10538480,13.9,8.28
640298,3,APH10713230,12.94,7.82
640299,3,APH10849021,2.94,1.94
640300,3,APH10403674,2.96,6.58
640301,3,APH10273887,6.99,12.51
